decoy_name	decoy_chr	decoy_start	decoy_end	decoy_strand	decoy_score	exon_chr	exon_start	exon_end	exon_strand	gene_id	gene_name	transcript_id	exon_number	overlap_length	strand_match
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000380994.6	22	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000676519.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000676953.1	22	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678601.1	24	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678987.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678986.1	20	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000677001.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143775	-	ENSG00000107959.18	PITRM1	ENST00000677817.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000677305.1	21	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678436.1	21	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678050.1	20	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143775	-	ENSG00000107959.18	PITRM1	ENST00000677598.1	17	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143775	-	ENSG00000107959.18	PITRM1	ENST00000679134.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678441.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678370.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000677922.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000678539.1	23	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000455371.5	2	44	FALSE
PITRM1-AS1_3143407	chr10	3143384	3143432	+	0.000209	chr10	3143389	3143501	-	ENSG00000107959.18	PITRM1	ENST00000451454.5	6	44	FALSE
PITRM1-AS1_3143769	chr10	3143746	3143794	+	0.01914	chr10	3143389	3143775	-	ENSG00000107959.18	PITRM1	ENST00000677817.1	23	30	FALSE
PITRM1-AS1_3143769	chr10	3143746	3143794	+	0.01914	chr10	3143389	3143775	-	ENSG00000107959.18	PITRM1	ENST00000677598.1	17	30	FALSE
PITRM1-AS1_3143769	chr10	3143746	3143794	+	0.01914	chr10	3143389	3143775	-	ENSG00000107959.18	PITRM1	ENST00000679134.1	23	30	FALSE
PITRM1-AS1_3143769	chr10	3143746	3143794	+	0.01914	chr10	3143483	3143775	-	ENSG00000107959.18	PITRM1	ENST00000424714.1	3	30	FALSE
RP11-184A2.3_3751968	chr10	3751945	3751993	+	0.059702	chr10	3751865	3752018	-	ENSG00000302901.1	ENSG00000302901	ENST00000790343.1	3	49	FALSE
RP11-184A2.2_3768383	chr10	3768360	3768408	+	0.394304	chr10	3768333	3768408	-	ENSG00000303616.1	ENSG00000303616	ENST00000796102.1	2	49	FALSE
RP11-184A2.2_3768383	chr10	3768360	3768408	+	0.394304	chr10	3768333	3768408	-	ENSG00000303616.1	ENSG00000303616	ENST00000796103.1	2	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656925	-	ENSG00000231298.9	MANCR	ENST00000737871.1	1	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656925	-	ENSG00000231298.9	MANCR	ENST00000737875.1	1	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656855	-	ENSG00000231298.9	MANCR	ENST00000737878.1	4	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656855	-	ENSG00000231298.9	MANCR	ENST00000667425.1	2	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656925	-	ENSG00000231298.9	MANCR	ENST00000449712.2	4	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656855	-	ENSG00000231298.9	MANCR	ENST00000737880.1	4	49	FALSE
LINC00705_4656802	chr10	4656779	4656827	+	0.157858	chr10	4656703	4656800	-	ENSG00000231298.9	MANCR	ENST00000443994.1	1	22	FALSE
AKR1C4_5216967	chr10	5216944	5216992	+	0.159305	chr10	5216035	5217014	-	ENSG00000287848.1	ENSG00000287848	ENST00000656002.1	1	49	FALSE
KIN_7758527	chr10	7758504	7758552	-	0.007417	chr10	7758420	7758675	+	ENSG00000151655.20	ITIH2	ENST00000899752.1	22	49	FALSE
RP11-379F12.4_8052921	chr10	8052898	8052946	+	0.000337	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052921	chr10	8052898	8052946	+	0.000337	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052923	chr10	8052900	8052948	+	0.001616	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052923	chr10	8052900	8052948	+	0.001616	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052924	chr10	8052901	8052949	+	0.000507	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052924	chr10	8052901	8052949	+	0.000507	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052925	chr10	8052902	8052950	+	0.000287	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052925	chr10	8052902	8052950	+	0.000287	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052926	chr10	8052903	8052951	+	0.000343	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052926	chr10	8052903	8052951	+	0.000343	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052927	chr10	8052904	8052952	+	0.000591	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052927	chr10	8052904	8052952	+	0.000591	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052928	chr10	8052905	8052953	+	0.000356	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052928	chr10	8052905	8052953	+	0.000356	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
RP11-379F12.4_8052929	chr10	8052906	8052954	+	0.012226	chr10	8052400	8053484	-	ENSG00000197308.10	GATA3-AS1	ENST00000355358.1	1	49	FALSE
RP11-379F12.4_8052929	chr10	8052906	8052954	+	0.012226	chr10	8052240	8053530	-	ENSG00000197308.10	GATA3-AS1	ENST00000831076.1	1	49	FALSE
CDC123_12246664	chr10	12246641	12246689	+	0.218364	chr10	12246532	12246672	-	ENSG00000228302.3	ENSG00000228302	ENST00000758908.1	1	32	FALSE
CDC123_12246664	chr10	12246641	12246689	+	0.218364	chr10	12245628	12247108	-	ENSG00000228302.3	ENSG00000228302	ENST00000421657.1	2	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13529048	-	ENSG00000165626.20	BEND7	ENST00000857065.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13529014	-	ENSG00000165626.20	BEND7	ENST00000960590.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13529014	-	ENSG00000165626.20	BEND7	ENST00000466271.3	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13529034	-	ENSG00000165626.20	BEND7	ENST00000960589.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13528975	-	ENSG00000165626.20	BEND7	ENST00000960593.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13528977	-	ENSG00000165626.20	BEND7	ENST00000960592.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13528991	-	ENSG00000165626.20	BEND7	ENST00000960591.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13528977	-	ENSG00000165626.20	BEND7	ENST00000857066.1	1	49	FALSE
RP11-214D15.2_13528757	chr10	13528734	13528782	+	0.000278	chr10	13528473	13529237	-	ENSG00000165626.20	BEND7	ENST00000960588.1	1	49	FALSE
RP11-457D2.3_17863635	chr10	17863612	17863660	-	0.000287	chr10	17863534	17863682	+	ENSG00000260314.4	MRC1	ENST00000954013.1	10	49	FALSE
RP11-457D2.3_17863635	chr10	17863612	17863660	-	0.000287	chr10	17863534	17863682	+	ENSG00000260314.4	MRC1	ENST00000954014.1	10	49	FALSE
RP11-457D2.3_17863635	chr10	17863612	17863660	-	0.000287	chr10	17863534	17863682	+	ENSG00000260314.4	MRC1	ENST00000884127.1	9	49	FALSE
RP11-457D2.3_17863635	chr10	17863612	17863660	-	0.000287	chr10	17863534	17863682	+	ENSG00000260314.4	MRC1	ENST00000884128.1	10	49	FALSE
RP11-457D2.3_17863635	chr10	17863612	17863660	-	0.000287	chr10	17863534	17863682	+	ENSG00000260314.4	MRC1	ENST00000884129.1	11	49	FALSE
RP11-457D2.3_17863635	chr10	17863612	17863660	-	0.000287	chr10	17863534	17863682	+	ENSG00000260314.4	MRC1	ENST00000569591.3	11	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18543557	+	ENSG00000165995.24	CACNB2	ENST00000324631.13	14	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18543557	+	ENSG00000165995.24	CACNB2	ENST00000645287.2	14	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18540763	+	ENSG00000165995.24	CACNB2	ENST00000282343.13	14	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18543557	+	ENSG00000165995.24	CACNB2	ENST00000377319.9	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18541862	+	ENSG00000165995.24	CACNB2	ENST00000615785.4	6	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18541862	+	ENSG00000165995.24	CACNB2	ENST00000617363.4	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18541869	+	ENSG00000165995.24	CACNB2	ENST00000396576.6	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18543557	+	ENSG00000165995.24	CACNB2	ENST00000377329.10	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18543557	+	ENSG00000165995.24	CACNB2	ENST00000377315.6	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18540600	+	ENSG00000165995.24	CACNB2	ENST00000650685.1	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18541063	+	ENSG00000165995.24	CACNB2	ENST00000651330.1	13	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18541757	+	ENSG00000165995.24	CACNB2	ENST00000652478.1	14	49	FALSE
RP11-499P20.2_18540495	chr10	18540472	18540520	-	0.002115	chr10	18539230	18541057	+	ENSG00000165995.24	CACNB2	ENST00000651928.1	15	49	FALSE
MALRD1_19491226	chr10	19491203	19491251	+	0.045133	chr10	19491072	19491299	-	ENSG00000236960.1	ENSG00000236960	ENST00000427935.1	1	49	FALSE
MALRD1_19733923	chr10	19733900	19733948	+	0.003276	chr10	19733767	19734317	-	ENSG00000306631.1	ENSG00000306631	ENST00000819867.1	2	49	FALSE
PRTFDC1_24850901	chr10	24850878	24850926	-	0.069697	chr10	24850688	24850888	+	ENSG00000297715.1	ENSG00000297715	ENST00000750464.1	1	11	FALSE
PRTFDC1_24850901	chr10	24850878	24850926	-	0.069697	chr10	24850700	24850888	+	ENSG00000297715.1	ENSG00000297715	ENST00000750463.1	1	11	FALSE
GAD2_26292657	chr10	26292634	26292682	+	0.800799	chr10	26292556	26292952	-	ENSG00000289350.2	ENSG00000289350	ENST00000719940.1	2	49	FALSE
RP11-166N17.3_32282059	chr10	32282036	32282084	+	0.001607	chr10	32281859	32287015	-	ENSG00000120616.16	EPC1	ENST00000495790.1	7	49	FALSE
RP11-166N17.3_32282132	chr10	32282109	32282157	+	0.00867	chr10	32281859	32287015	-	ENSG00000120616.16	EPC1	ENST00000495790.1	7	49	FALSE
RP11-135A24.4_32346740	chr10	32346717	32346765	+	0.000732	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	3	FALSE
RP11-135A24.4_32346740	chr10	32346717	32346765	+	0.000732	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	3	FALSE
RP11-135A24.4_32346740	chr10	32346717	32346765	+	0.000732	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	3	FALSE
RP11-135A24.4_32346740	chr10	32346717	32346765	+	0.000732	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	3	FALSE
RP11-135A24.4_32346740	chr10	32346717	32346765	+	0.000732	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	3	FALSE
RP11-135A24.4_32346740	chr10	32346717	32346765	+	0.000732	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	3	FALSE
RP11-135A24.4_32346774	chr10	32346751	32346799	+	0.000263	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	37	FALSE
RP11-135A24.4_32346774	chr10	32346751	32346799	+	0.000263	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	37	FALSE
RP11-135A24.4_32346774	chr10	32346751	32346799	+	0.000263	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	37	FALSE
RP11-135A24.4_32346774	chr10	32346751	32346799	+	0.000263	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	37	FALSE
RP11-135A24.4_32346774	chr10	32346751	32346799	+	0.000263	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	37	FALSE
RP11-135A24.4_32346774	chr10	32346751	32346799	+	0.000263	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	37	FALSE
RP11-135A24.4_32346780	chr10	32346757	32346805	+	0.000382	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	43	FALSE
RP11-135A24.4_32346780	chr10	32346757	32346805	+	0.000382	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	43	FALSE
RP11-135A24.4_32346780	chr10	32346757	32346805	+	0.000382	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	43	FALSE
RP11-135A24.4_32346780	chr10	32346757	32346805	+	0.000382	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	43	FALSE
RP11-135A24.4_32346780	chr10	32346757	32346805	+	0.000382	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	43	FALSE
RP11-135A24.4_32346780	chr10	32346757	32346805	+	0.000382	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	43	FALSE
RP11-135A24.4_32346781	chr10	32346758	32346806	+	0.000296	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	44	FALSE
RP11-135A24.4_32346781	chr10	32346758	32346806	+	0.000296	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	44	FALSE
RP11-135A24.4_32346781	chr10	32346758	32346806	+	0.000296	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	44	FALSE
RP11-135A24.4_32346781	chr10	32346758	32346806	+	0.000296	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	44	FALSE
RP11-135A24.4_32346781	chr10	32346758	32346806	+	0.000296	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	44	FALSE
RP11-135A24.4_32346781	chr10	32346758	32346806	+	0.000296	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	44	FALSE
RP11-135A24.4_32346785	chr10	32346762	32346810	+	0.000518	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	48	FALSE
RP11-135A24.4_32346785	chr10	32346762	32346810	+	0.000518	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	48	FALSE
RP11-135A24.4_32346785	chr10	32346762	32346810	+	0.000518	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	48	FALSE
RP11-135A24.4_32346785	chr10	32346762	32346810	+	0.000518	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	48	FALSE
RP11-135A24.4_32346785	chr10	32346762	32346810	+	0.000518	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	48	FALSE
RP11-135A24.4_32346785	chr10	32346762	32346810	+	0.000518	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	48	FALSE
RP11-135A24.4_32346786	chr10	32346763	32346811	+	0.182514	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	49	FALSE
RP11-135A24.4_32346786	chr10	32346763	32346811	+	0.182514	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	49	FALSE
RP11-135A24.4_32346786	chr10	32346763	32346811	+	0.182514	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	49	FALSE
RP11-135A24.4_32346786	chr10	32346763	32346811	+	0.182514	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	49	FALSE
RP11-135A24.4_32346786	chr10	32346763	32346811	+	0.182514	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	49	FALSE
RP11-135A24.4_32346786	chr10	32346763	32346811	+	0.182514	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	49	FALSE
RP11-135A24.4_32346787	chr10	32346764	32346812	+	0.001015	chr10	32346763	32347158	-	ENSG00000120616.16	EPC1	ENST00000319778.11	1	49	FALSE
RP11-135A24.4_32346787	chr10	32346764	32346812	+	0.001015	chr10	32346763	32347178	-	ENSG00000120616.16	EPC1	ENST00000667706.1	1	49	FALSE
RP11-135A24.4_32346787	chr10	32346764	32346812	+	0.001015	chr10	32346763	32347185	-	ENSG00000120616.16	EPC1	ENST00000263062.8	1	49	FALSE
RP11-135A24.4_32346787	chr10	32346764	32346812	+	0.001015	chr10	32346763	32346819	-	ENSG00000120616.16	EPC1	ENST00000495790.1	1	49	FALSE
RP11-135A24.4_32346787	chr10	32346764	32346812	+	0.001015	chr10	32346763	32347121	-	ENSG00000120616.16	EPC1	ENST00000469059.2	1	49	FALSE
RP11-135A24.4_32346787	chr10	32346764	32346812	+	0.001015	chr10	32346763	32347218	-	ENSG00000120616.16	EPC1	ENST00000480402.1	1	49	FALSE
RP11-291L22.4_38454603	chr10	38454580	38454628	+	0.061779	chr10	38454009	38455365	-	ENSG00000228882.1	CICP9	ENST00000444451.1	1	49	FALSE
NCOA4_46008400	chr10	46008377	46008425	-	0.19415	chr10	46007581	46008969	+	ENSG00000289092.1	ENSG00000289092	ENST00000693103.1	1	49	FALSE
VPS26A_69161909	chr10	69161886	69161934	+	0.011079	chr10	69161530	69161906	-	ENSG00000233163.1	RPS12P17	ENST00000438591.1	1	21	FALSE
RP11-227H15.5_69266855	chr10	69266832	69266880	-	0.001154	chr10	69266610	69267548	+	ENSG00000156510.14	HKDC1	ENST00000953956.1	17	49	FALSE
RP11-227H15.5_69266855	chr10	69266832	69266880	-	0.001154	chr10	69266610	69267546	+	ENSG00000156510.14	HKDC1	ENST00000953957.1	10	49	FALSE
RP11-227H15.5_69266855	chr10	69266832	69266880	-	0.001154	chr10	69266610	69267552	+	ENSG00000156510.14	HKDC1	ENST00000354624.6	18	49	FALSE
RP11-227H15.5_69266860	chr10	69266837	69266885	-	0.069106	chr10	69266610	69267548	+	ENSG00000156510.14	HKDC1	ENST00000953956.1	17	49	FALSE
RP11-227H15.5_69266860	chr10	69266837	69266885	-	0.069106	chr10	69266610	69267546	+	ENSG00000156510.14	HKDC1	ENST00000953957.1	10	49	FALSE
RP11-227H15.5_69266860	chr10	69266837	69266885	-	0.069106	chr10	69266610	69267552	+	ENSG00000156510.14	HKDC1	ENST00000354624.6	18	49	FALSE
DNAJC9-AS1_73247143	chr10	73247120	73247168	+	0.007078	chr10	73247010	73247255	-	ENSG00000213551.8	DNAJC9	ENST00000372950.6	1	49	FALSE
DNAJC9-AS1_73247143	chr10	73247120	73247168	+	0.007078	chr10	73247067	73247280	-	ENSG00000213551.8	DNAJC9	ENST00000876157.1	1	49	FALSE
DNAJC9-AS1_73247143	chr10	73247120	73247168	+	0.007078	chr10	73247010	73247255	-	ENSG00000213551.8	DNAJC9	ENST00000912788.1	1	49	FALSE
DNAJC9-AS1_73247143	chr10	73247120	73247168	+	0.007078	chr10	73247010	73247275	-	ENSG00000213551.8	DNAJC9	ENST00000912787.1	1	49	FALSE
DNAJC9-AS1_73247143	chr10	73247120	73247168	+	0.007078	chr10	73247079	73247268	-	ENSG00000213551.8	DNAJC9	ENST00000876158.1	1	49	FALSE
ZSWIM8-AS1_73800901	chr10	73800878	73800926	-	0.389059	chr10	73800780	73800935	+	ENSG00000214655.11	ZSWIM8	ENST00000604165.1	2	49	FALSE
ZSWIM8-AS1_73800901	chr10	73800878	73800926	-	0.389059	chr10	73800640	73800894	+	ENSG00000214655.11	ZSWIM8	ENST00000603840.5	3	17	FALSE
ZSWIM8-AS1_73800901	chr10	73800878	73800926	-	0.389059	chr10	73800640	73801195	+	ENSG00000214655.11	ZSWIM8	ENST00000603309.1	3	49	FALSE
ZSWIM8-AS1_73800901	chr10	73800878	73800926	-	0.389059	chr10	73800907	73801195	+	ENSG00000214655.11	ZSWIM8	ENST00000466568.1	1	20	FALSE
RP11-399K21.14_75409663	chr10	75409640	75409688	+	0.00064	chr10	75409406	75409660	-	ENSG00000273248.3	ENSG00000273248	ENST00000814860.1	1	21	FALSE
RP11-399K21.14_75409663	chr10	75409640	75409688	+	0.00064	chr10	75408393	75409694	-	ENSG00000273248.3	ENSG00000273248	ENST00000609182.3	1	49	FALSE
RP11-17G2.1_78550675	chr10	78550652	78550700	-	0.076287	chr10	78550638	78551355	+	ENSG00000230417.13	LINC00595	ENST00000624665.3	4	49	FALSE
