ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1272	"ENSMUSG00000051517.14"	"Arhgef39"	chr4	-	43497086	43497710	43497086	43497316	43497581	43497710	1272	0,0,2,0,0,2	0,0,0,4,4,2	6,3,7,6,2,2	5,3,2,1,3,3	198	99	1	1.0	NA,NA,1.0,0.0,0.0,0.333	0.375,0.333,0.636,0.75,0.25,0.25	-0.099
1273	"ENSMUSG00000051517.14"	"Arhgef39"	chr4	-	43498895	43499337	43498895	43499016	43499242	43499337	1273	0,0,0,0,0,6	0,0,1,0,5,2	0,3,0,1,1,0	8,12,14,20,4,1	198	99	1	1.0	NA,NA,0.0,NA,0.0,0.6	0.0,0.111,0.0,0.024,0.111,0.0	0.159
1354	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42933615	42933997	42933615	42933667	42933778	42933997	1354	0,0,224,149,179,195	0,0,49,40,43,38	159,105,112,150,170,150	37,18,17,46,48,50	198	99	1	1.0	NA,NA,0.696,0.651,0.675,0.72	0.682,0.745,0.767,0.62,0.639,0.6	0.01
1518	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43257846	43258302	43257846	43257935	43258149	43258302	1518	0,0,2,3,0,2	0,0,16,21,17,18	6,6,2,5,1,0	42,47,35,39,18,25	198	99	1	1.0	NA,NA,0.059,0.067,0.0,0.053	0.067,0.06,0.028,0.06,0.027,0.0	0.004
1558	"ENSMUSG00000028410.13"	"Dnaja1"	chr4	+	40726104	40728183	40726104	40726209	40727955	40728183	1558	0,0,13,18,29,26	0,0,940,1284,1184,1159	22,18,11,21,15,34	1500,1170,1338,1462,1411,1492	198	99	1	1.0	NA,NA,0.007,0.007,0.012,0.011	0.007,0.008,0.004,0.007,0.005,0.011	0.002
1570	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43518401	43519078	43518401	43518464	43519002	43519078	1570	0,0,0,0,0,2	0,0,2,4,2,3	0,1,0,0,1,0	2,0,0,1,4,4	198	99	1	1.0	NA,NA,0.0,0.0,0.0,0.25	0.0,1.0,NA,0.0,0.111,0.0	-0.16
1615	"ENSMUSG00000028245.15"	"Nsmaf"	chr4	-	6417164	6417877	6417164	6417207	6417745	6417877	1615	0,0,29,22,26,20	0,0,45,36,80,39	40,23,24,43,29,20	65,68,99,28,50,61	198	99	1	1.0	NA,NA,0.244,0.234,0.14,0.204	0.235,0.145,0.108,0.434,0.225,0.141	-0.009
1616	"ENSMUSG00000028245.15"	"Nsmaf"	chr4	-	6420049	6421136	6420049	6420140	6421056	6421136	1616	0,0,0,0,3,8	0,0,41,30,63,44	1,2,1,4,0,1	45,42,78,41,34,54	198	99	1	1.0	NA,NA,0.0,0.0,0.023,0.083	0.011,0.023,0.006,0.047,0.0,0.009	0.011
1814	"ENSMUSG00000035539.14"	"Ccdc180"	chr4	+	45899956	45900272	45899956	45900085	45900161	45900272	1814	0,0,0,0,0,0	0,0,2,9,1,3	3,0,1,1,2,0	4,5,4,7,8,5	175	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.298,0.0,0.124,0.075,0.124,0.0	-0.103
1859	"ENSMUSG00000028455.15"	"Stoml2"	chr4	-	43028937	43029358	43028937	43029066	43029278	43029358	1859	0,0,1,4,4,4	0,0,347,288,268,252	2,4,3,4,2,1	358,328,426,357,305,295	198	99	1	1.0	NA,NA,0.001,0.007,0.007,0.008	0.003,0.006,0.004,0.006,0.003,0.002	0.002
1991	"ENSMUSG00000029661.16"	"Col1a2"	chr6	+	4508939	4509639	4508939	4508954	4509603	4509639	1991	0,0,1,0,0,3	0,0,23,31,15,9	4,0,1,0,0,0	11,21,16,17,34,33	198	99	1	1.0	NA,NA,0.021,0.0,0.0,0.143	0.154,0.0,0.03,0.0,0.0,0.0	0.01
1992	"ENSMUSG00000029661.16"	"Col1a2"	chr6	+	4534580	4535488	4534580	4534688	4535380	4535488	1992	0,0,2,0,0,2	0,0,8,13,9,20	0,0,0,0,0,0	8,15,14,6,12,13	198	99	1	1.0	NA,NA,0.111,0.0,0.0,0.048	0.0,0.0,0.0,0.0,0.0,0.0	0.04
2054	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5134016	5134932	5134016	5134174	5134638	5134932	2054	0,0,7,13,24,20	0,0,0,0,0,1	9,11,16,17,22,17	0,0,0,0,0,0	198	99	1	1.0	NA,NA,1.0,1.0,1.0,0.909	1.0,1.0,1.0,1.0,1.0,1.0	-0.023
2055	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5134016	5134932	5134016	5134174	5134688	5134932	2055	0,0,9,9,23,21	0,0,14,14,27,10	6,10,17,13,19,14	32,23,24,40,40,35	198	99	1	1.0	NA,NA,0.243,0.243,0.299,0.512	0.086,0.179,0.262,0.14,0.192,0.167	0.153
2119	"ENSMUSG00000040044.11"	"Orc3"	chr4	-	34597307	34598756	34597307	34597441	34598607	34598756	2119	0,0,9,13,14,21	0,0,116,133,123,111	22,34,9,15,7,34	145,102,155,122,123,109	198	99	1	1.0	NA,NA,0.037,0.047,0.054,0.086	0.071,0.143,0.028,0.058,0.028,0.135	-0.021
2409	"ENSMUSG00000047193.16"	"Dync2h1"	chr9	-	7168458	7169709	7168458	7168572	7169476	7169709	2409	0,0,0,0,0,0	0,0,3,3,0,0	0,3,0,0,2,0	0,0,0,0,1,0	198	99	1	1.0	NA,NA,0.0,0.0,NA,NA	NA,1.0,NA,NA,0.5,NA	-0.75
3160	"ENSMUSG00000049723.14"	"Mmp12"	chr9	+	7347405	7348832	7347405	7347538	7348526	7348832	3160	0,0,3,5,1,2	0,0,1,0,0,0	0,0,3,6,1,3	0,1,1,1,0,1	198	99	1	1.0	NA,NA,0.6,1.0,1.0,1.0	NA,0.0,0.6,0.75,1.0,0.6	0.31
3452	"ENSMUSG00000028453.10"	"Fancg"	chr4	-	43003226	43003932	43003226	43003312	43003782	43003932	3452	0,0,5,16,10,10	0,0,2,1,3,0	15,16,15,10,5,14	2,1,1,6,3,2	198	99	1	1.0	NA,NA,0.556,0.889,0.625,1.0	0.789,0.889,0.882,0.455,0.455,0.778	0.059
3453	"ENSMUSG00000028453.10"	"Fancg"	chr4	-	43003226	43003932	43003226	43003344	43003782	43003932	3453	0,0,0,5,4,4	0,0,21,17,14,21	4,4,0,2,1,6	33,38,22,26,33,15	198	99	1	1.0	NA,NA,0.0,0.128,0.125,0.087	0.057,0.05,0.0,0.037,0.015,0.167	0.031
3454	"ENSMUSG00000028453.10"	"Fancg"	chr4	-	43006983	43007403	43006983	43007114	43007267	43007403	3454	0,0,4,3,4,1	0,0,21,15,17,17	3,4,4,4,5,2	12,17,20,8,14,23	198	99	1	1.0	NA,NA,0.087,0.091,0.105,0.029	0.111,0.105,0.091,0.2,0.152,0.042	-0.039
3525	"ENSMUSG00000036073.17"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	3525	0,0,21,32,20,19	0,0,61,47,50,42	16,19,23,26,46,13	40,48,55,29,63,53	198	99	1	1.0	NA,NA,0.147,0.254,0.167,0.184	0.167,0.165,0.173,0.31,0.267,0.109	-0.01
3526	"ENSMUSG00000036073.17"	"Galt"	chr4	+	41756512	41756995	41756512	41756561	41756938	41756995	3526	0,0,20,25,26,21	0,0,18,8,15,12	17,14,20,23,29,18	11,14,14,10,13,17	198	99	1	1.0	NA,NA,0.357,0.61,0.464,0.467	0.436,0.333,0.417,0.535,0.527,0.346	0.042
3527	"ENSMUSG00000036073.17"	"Galt"	chr4	+	41756512	41756995	41756512	41756811	41756938	41756995	3527	0,0,8,6,21,10	0,0,76,52,51,51	9,7,4,10,8,12	66,72,84,45,85,71	198	99	1	1.0	NA,NA,0.05,0.055,0.171,0.089	0.064,0.046,0.023,0.1,0.045,0.078	0.032
3528	"ENSMUSG00000036073.17"	"Galt"	chr4	+	41758083	41758695	41758083	41758238	41758502	41758695	3528	0,0,7,2,15,5	0,0,50,44,60,37	9,12,5,7,4,6	48,42,40,47,59,42	198	99	1	1.0	NA,NA,0.065,0.022,0.111,0.063	0.086,0.125,0.059,0.069,0.033,0.067	-0.008
3713	"ENSMUSG00000025888.6"	"Casp1"	chr9	+	5299279	5299865	5299279	5299546	5299802	5299865	3713	0,0,1,1,6,4	0,0,61,66,58,37	0,0,2,0,0,0	57,36,69,39,78,49	198	99	1	1.0	NA,NA,0.008,0.008,0.049,0.051	0.0,0.0,0.014,0.0,0.0,0.0	0.027
3714	"ENSMUSG00000025888.6"	"Casp1"	chr9	+	5302416	5303171	5302416	5302529	5302997	5303171	3714	0,0,5,3,4,5	0,0,24,32,33,25	1,7,14,3,4,11	35,21,29,25,45,20	198	99	1	1.0	NA,NA,0.094,0.045,0.057,0.091	0.014,0.143,0.194,0.057,0.043,0.216	-0.039
3715	"ENSMUSG00000025888.6"	"Casp1"	chr9	+	5303539	5303774	5303539	5303597	5303701	5303774	3715	0,0,45,75,57,38	0,0,0,0,3,2	62,50,48,45,47,65	0,0,0,0,0,0	198	99	1	1.0	NA,NA,1.0,1.0,0.905,0.905	1.0,1.0,1.0,1.0,1.0,1.0	-0.047
3716	"ENSMUSG00000025888.6"	"Casp1"	chr9	+	5303539	5304327	5303539	5303774	5304186	5304327	3716	0,0,0,2,0,0	0,0,28,55,27,17	0,7,0,0,0,1	18,25,30,20,19,33	198	99	1	1.0	NA,NA,0.0,0.018,0.0,0.0	0.0,0.123,0.0,0.0,0.0,0.015	-0.019
3776	"ENSMUSG00000061322.15"	"Dnaic1"	chr4	+	41632139	41632488	41632139	41632288	41632388	41632488	3776	0,0,7,9,27,16	0,0,10,5,14,5	24,17,25,16,10,27	10,12,18,17,4,8	198	99	1	1.0	NA,NA,0.259,0.474,0.491,0.615	0.545,0.415,0.41,0.32,0.556,0.628	-0.019
3958	"ENSMUSG00000006740.14"	"Kif5b"	chr18	-	6210699	6211252	6210699	6210804	6211191	6211252	3958	0,0,11,5,8,7	0,0,2,0,0,0	8,10,6,16,10,16	0,0,0,0,0,0	198	99	1	1.0	NA,NA,0.733,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.067
