ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
264	"ENSMUSG00000024283.15"	"Wac"	chr18	+	7921421	7921608	7921424	7921608	7920131	7920250	264	0,0,114,124,143,106	0,0,10,4,8,6	133,120,153,134,150,147	5,6,8,4,2,7	102	99	1	1.0	NA,NA,0.917,0.968,0.946,0.945	0.963,0.951,0.949,0.97,0.986,0.953	-0.018
265	"ENSMUSG00000041225.16"	"Arhgap12"	chr18	-	6061846	6062250	6061846	6061972	6064340	6064421	265	0,0,0,0,0,0	0,0,132,160,127,113	6,1,0,1,0,1	140,137,136,173,138,141	377	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.011,0.002,0.0,0.002,0.0,0.002	-0.003
266	"ENSMUSG00000024234.7"	"Mtpap"	chr18	+	4380653	4380887	4380672	4380887	4379568	4379741	266	0,0,66,86,47,76	0,0,32,32,23,38	55,58,69,69,85,55	44,30,47,32,32,21	118	99	1	1.0	NA,NA,0.634,0.693,0.632,0.627	0.512,0.619,0.552,0.644,0.69,0.687	0.029
267	"ENSMUSG00000024234.7"	"Mtpap"	chr18	+	4383184	4383413	4383188	4383413	4379568	4379741	267	0,0,0,0,0,0	0,0,0,0,2,0	8,0,1,0,2,0	0,2,0,0,0,0	103	99	1	1.0	NA,NA,NA,NA,0.0,NA	1.0,0.0,1.0,NA,1.0,NA	-0.75
268	"ENSMUSG00000024234.7"	"Mtpap"	chr18	+	4383184	4383413	4383188	4383413	4380653	4380887	268	0,0,12,12,5,15	0,0,46,62,33,50	19,7,5,12,10,7	39,64,75,53,39,32	103	99	1	1.0	NA,NA,0.2,0.157,0.127,0.224	0.319,0.095,0.06,0.179,0.198,0.174	0.006
269	"ENSMUSG00000024234.7"	"Mtpap"	chr18	+	4386952	4387179	4387127	4387179	4386170	4386382	269	0,0,157,219,174,200	0,0,0,3,2,0	194,203,202,150,174,179	4,0,6,4,0,0	274	99	1	1.0	NA,NA,1.0,0.963,0.969,1.0	0.946,1.0,0.924,0.931,1.0,1.0	0.016
1009	"ENSMUSG00000024236.18"	"Svil"	chr18	+	5114507	5114686	5114530	5114686	5108574	5108708	1009	0,0,0,0,0,0	0,0,37,27,26,8	1,4,0,0,0,0	41,36,27,31,29,39	122	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.019,0.083,0.0,0.0,0.0,0.0	-0.017
1039	"ENSMUSG00000060206.11"	"Zfp462"	chr4	+	55016813	55017100	55016816	55017100	55014682	55014847	1039	0,0,8,9,4,4	0,0,1,1,0,0	1,0,4,5,4,5	1,0,5,6,1,7	102	99	1	1.0	NA,NA,0.886,0.897,1.0,1.0	0.493,NA,0.437,0.447,0.795,0.409	0.43
1040	"ENSMUSG00000060206.11"	"Zfp462"	chr4	+	55016813	55017100	55016996	55017100	55014682	55014847	1040	0,0,16,14,13,10	0,0,46,44,39,40	20,7,28,19,19,24	72,46,82,57,75,70	282	99	1	1.0	NA,NA,0.109,0.1,0.105,0.081	0.089,0.051,0.107,0.105,0.082,0.107	0.009
1041	"ENSMUSG00000060206.11"	"Zfp462"	chr4	+	55016816	55017100	55016996	55017100	55014682	55014847	1041	0,0,9,6,9,6	0,0,46,44,39,40	20,7,29,20,16,26	72,46,82,57,75,70	279	99	1	1.0	NA,NA,0.065,0.046,0.076,0.051	0.09,0.051,0.111,0.111,0.07,0.116	-0.032
1063	"ENSMUSG00000029638.17"	"Glcci1"	chr6	+	8573181	8573298	8573184	8573298	8558499	8558586	1063	0,0,10,14,16,10	0,0,22,22,23,17	19,25,24,16,18,16	35,23,13,41,24,23	102	99	1	1.0	NA,NA,0.306,0.382,0.403,0.363	0.345,0.513,0.642,0.275,0.421,0.403	-0.07
1065	"ENSMUSG00000042447.13"	"Mios"	chr6	+	8233049	8234361	8234231	8234361	8231160	8231313	1065	0,0,69,107,95,90	0,0,0,0,0,0	142,94,120,95,108,87	0,0,1,0,0,0	1281	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.903,1.0,1.0,1.0	0.016
1074	"ENSMUSG00000024231.15"	"Cul2"	chr18	+	3405684	3405787	3405686	3405787	3399845	3399986	1074	0,0,118,100,144,117	0,0,0,0,1,0	108,136,126,144,127,151	1,6,1,4,4,2	101	99	1	1.0	NA,NA,1.0,1.0,0.993,1.0	0.991,0.957,0.992,0.972,0.969,0.987	0.02
1075	"ENSMUSG00000024231.15"	"Cul2"	chr18	+	3414129	3414224	3414173	3414224	3405684	3405787	1075	0,0,154,206,244,156	0,0,0,2,0,2	178,193,255,228,207,242	1,3,0,2,0,5	143	99	1	1.0	NA,NA,1.0,0.986,1.0,0.982	0.992,0.978,1.0,0.987,1.0,0.971	0.004
1147	"ENSMUSG00000028292.14"	"Rars2"	chr4	+	34630472	34630570	34630476	34630570	34623410	34623513	1147	0,0,8,1,6,4	0,0,0,0,0,0	11,11,7,7,9,16	0,0,1,0,0,0	103	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.871,1.0,1.0,1.0	0.021
1148	"ENSMUSG00000028292.14"	"Rars2"	chr4	+	34630472	34630570	34630476	34630570	34625400	34625484	1148	0,0,89,74,80,90	0,0,6,1,0,0	116,94,163,111,103,96	0,2,1,0,2,2	103	99	1	1.0	NA,NA,0.934,0.986,1.0,1.0	1.0,0.978,0.994,1.0,0.98,0.979	-0.009
1293	"ENSMUSG00000028248.15"	"Pnisr"	chr4	+	21860819	21860991	21860877	21860991	21857179	21857368	1293	0,0,27,28,47,46	0,0,1,9,0,6	58,49,53,27,38,54	7,0,2,0,0,3	157	99	1	1.0	NA,NA,0.945,0.662,1.0,0.829	0.839,1.0,0.944,1.0,1.0,0.919	-0.091
1294	"ENSMUSG00000028248.15"	"Pnisr"	chr4	+	21860819	21860991	21860877	21860991	21859083	21859307	1294	0,0,139,167,193,181	0,0,7,7,16,14	220,184,210,152,187,241	24,17,12,14,19,14	157	99	1	1.0	NA,NA,0.926,0.938,0.884,0.891	0.853,0.872,0.917,0.873,0.861,0.916	0.028
1363	"ENSMUSG00000028430.14"	"Nol6"	chr4	-	41121451	41121586	41121451	41121500	41121778	41121947	1363	0,0,124,69,81,72	0,0,0,7,0,0	79,82,81,104,80,70	5,1,5,0,0,0	185	99	1	1.0	NA,NA,1.0,0.841,1.0,1.0	0.894,0.978,0.897,1.0,1.0,1.0	-0.001
1370	"ENSMUSG00000007613.15"	"Tgfbr1"	chr4	+	47393246	47393489	47393258	47393489	47383748	47383994	1370	0,0,19,22,18,20	0,0,22,19,21,20	28,21,15,22,39,11	16,24,22,24,17,22	111	99	1	1.0	NA,NA,0.435,0.508,0.433,0.471	0.609,0.438,0.378,0.45,0.672,0.308	-0.014
1383	"ENSMUSG00000028411.15"	"Aptx"	chr4	-	40695376	40695423	40695376	40695418	40697216	40697353	1383	0,0,59,85,51,70	0,0,37,42,74,37	82,53,88,73,79,81	57,42,70,44,75,46	104	99	1	1.0	NA,NA,0.603,0.658,0.396,0.643	0.578,0.546,0.545,0.612,0.501,0.626	0.007
1480	"ENSMUSG00000028345.15"	"Tex10"	chr4	-	48459863	48460102	48459863	48459999	48462768	48462881	1480	0,0,68,69,82,82	0,0,0,0,0,0	98,86,99,79,107,76	2,0,0,1,1,0	202	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.96,1.0,1.0,0.975,0.981,1.0	0.014
1496	"ENSMUSG00000028347.14"	"Tmeff1"	chr4	+	48617231	48617331	48617234	48617331	48614956	48614983	1496	0,0,147,128,149,113	0,0,97,72,62,90	191,177,205,204,208,178	106,106,105,89,85,91	102	99	1	1.0	NA,NA,0.595,0.633,0.7,0.549	0.636,0.618,0.655,0.69,0.704,0.655	-0.04
1518	"ENSMUSG00000029757.16"	"Dync1i1"	chr6	+	5769649	5769791	5769700	5769791	5767029	5767144	1518	0,0,0,2,9,0	0,0,166,166,181,121	0,1,2,1,4,1	142,152,173,149,145,198	150	99	1	1.0	NA,NA,0.0,0.008,0.032,0.0	0.0,0.004,0.008,0.004,0.018,0.003	0.004
1519	"ENSMUSG00000029757.16"	"Dync1i1"	chr6	+	5769649	5769791	5769733	5769791	5767029	5767144	1519	0,0,20,23,18,14	0,0,47,34,38,20	22,29,24,11,21,10	14,21,27,24,29,26	183	99	1	1.0	NA,NA,0.187,0.268,0.204,0.275	0.459,0.428,0.325,0.199,0.281,0.172	-0.077
1520	"ENSMUSG00000029757.16"	"Dync1i1"	chr6	+	5769700	5769791	5769733	5769791	5767029	5767144	1520	0,0,186,187,190,135	0,0,47,34,38,20	164,180,195,159,162,207	14,21,27,24,29,26	132	99	1	1.0	NA,NA,0.748,0.805,0.789,0.835	0.898,0.865,0.844,0.832,0.807,0.857	-0.056
1646	"ENSMUSG00000087192.7"	"4930412L05Rik"	chr4	-	53214643	53214703	53214643	53214674	53215244	53215293	1646	0,0,1,0,0,0	0,0,0,0,2,0	0,0,0,0,0,0	0,0,0,2,0,0	128	99	1	1.0	NA,NA,1.0,NA,0.0,NA	NA,NA,NA,0.0,NA,NA	0.5
1656	"ENSMUSG00000028330.8"	"Ncbp1"	chr4	+	46168450	46168554	46168508	46168554	46167301	46167395	1656	0,0,217,222,233,211	0,0,0,4,0,0	273,236,295,274,229,276	0,2,2,0,1,0	157	99	1	1.0	NA,NA,1.0,0.972,1.0,1.0	1.0,0.987,0.989,1.0,0.993,1.0	-0.002
1658	"ENSMUSG00000028479.18"	"Gne"	chr4	-	44041662	44041889	44041662	44041884	44042162	44042292	1658	0,0,4,0,0,0	0,0,75,45,68,54	0,2,1,1,2,0	74,48,74,70,86,63	104	99	1	1.0	NA,NA,0.048,0.0,0.0,0.0	0.0,0.038,0.013,0.013,0.022,0.0	-0.002
1665	"ENSMUSG00000028470.10"	"Hint2"	chr4	-	43654226	43654422	43654226	43654411	43654512	43654585	1665	0,0,3,3,2,0	0,0,80,70,78,68	0,0,9,1,3,3	78,86,114,89,85,74	110	99	1	1.0	NA,NA,0.033,0.037,0.023,0.0	0.0,0.0,0.066,0.01,0.031,0.035	-0.0
1666	"ENSMUSG00000028470.10"	"Hint2"	chr4	-	43654512	43654614	43654512	43654585	43654715	43654820	1666	0,0,2,0,7,2	0,0,107,100,127,98	1,0,6,0,1,2	111,104,132,119,122,105	128	99	1	1.0	NA,NA,0.014,0.0,0.041,0.016	0.007,0.0,0.034,0.0,0.006,0.015	0.007
1667	"ENSMUSG00000028470.10"	"Hint2"	chr4	-	43654715	43654820	43654715	43654790	43654905	43655046	1667	0,0,170,146,183,139	0,0,0,2,3,0	159,173,198,174,176,163	3,0,3,0,4,0	129	99	1	1.0	NA,NA,1.0,0.982,0.979,1.0	0.976,1.0,0.981,1.0,0.971,1.0	0.002
1671	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43570036	43570448	43570036	43570190	43570671	43570911	1671	0,0,147,114,184,109	0,0,0,0,0,1	120,103,143,157,102,192	0,0,0,1,0,0	357	99	1	1.0	NA,NA,1.0,1.0,1.0,0.968	1.0,1.0,1.0,0.978,1.0,1.0	-0.004
1672	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43570671	43570911	43570671	43570906	43571188	43571407	1672	0,0,54,79,68,50	0,0,1,3,1,3	42,35,57,46,54,53	0,2,8,1,3,3	104	99	1	1.0	NA,NA,0.981,0.962,0.985,0.941	1.0,0.943,0.872,0.978,0.945,0.944	0.02
1674	"ENSMUSG00000042788.12"	"Fam166b"	chr4	-	43427512	43427710	43427512	43427565	43427787	43427839	1674	0,0,11,18,0,7	0,0,0,0,0,1	22,13,9,7,9,5	0,0,0,4,0,0	244	99	1	1.0	NA,NA,1.0,1.0,NA,0.74	1.0,1.0,1.0,0.415,1.0,1.0	0.011
1675	"ENSMUSG00000028454.16"	"Pigo"	chr4	-	43019646	43019853	43019646	43019781	43020266	43021794	1675	0,0,31,32,41,23	0,0,0,0,0,0	25,31,35,33,32,33	0,0,0,0,1,0	171	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.949,1.0	0.009
1687	"ENSMUSG00000040296.15"	"Ddx58"	chr4	-	40227965	40228200	40227965	40228113	40229494	40229676	1687	0,0,2,0,0,0	0,0,17,30,25,19	0,0,6,0,1,0	24,33,28,23,25,24	186	99	1	1.0	NA,NA,0.059,0.0,0.0,0.0	0.0,0.0,0.102,0.0,0.021,0.0	-0.006
1694	"ENSMUSG00000028282.12"	"Casp8ap2"	chr4	+	32631805	32631880	32631815	32631880	32631065	32631166	1694	0,0,21,16,23,15	0,0,0,0,2,0	31,27,31,12,25,20	0,0,0,0,2,0	109	99	1	1.0	NA,NA,1.0,1.0,0.913,1.0	1.0,1.0,1.0,1.0,0.919,1.0	-0.008
1698	"ENSMUSG00000028289.12"	"Epha7"	chr4	+	28947527	28947653	28947539	28947653	28943322	28943378	1698	0,0,14,26,19,8	0,0,5,5,5,8	20,10,18,10,10,15	2,6,5,7,0,5	111	99	1	1.0	NA,NA,0.714,0.823,0.772,0.471	0.899,0.598,0.763,0.56,1.0,0.728	-0.063
1704	"ENSMUSG00000040455.17"	"Usp45"	chr4	+	21781735	21781908	21781738	21781908	21780340	21780450	1704	0,0,44,45,57,32	0,0,1,6,13,4	32,45,49,67,56,64	6,7,2,8,2,9	102	99	1	1.0	NA,NA,0.977,0.879,0.81,0.886	0.838,0.862,0.96,0.89,0.965,0.873	-0.01
1906	"ENSMUSG00000036062.13"	"Phf24"	chr4	+	42933615	42933997	42933778	42933997	42916693	42916829	1906	0,0,176,124,168,171	0,0,2,0,0,3	129,89,97,131,146,141	0,0,1,2,0,0	262	99	1	1.0	NA,NA,0.971,1.0,1.0,0.956	1.0,1.0,0.973,0.961,1.0,1.0	-0.007
1930	"ENSMUSG00000028457.18"	"Atp8b5"	chr4	+	43271225	43271287	43271243	43271287	43267184	43267242	1930	0,0,0,0,0,0	0,0,11,5,2,3	0,0,4,0,0,0	3,3,1,6,6,10	117	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.0,0.0,0.772,0.0,0.0,0.0	-0.129
2010	"ENSMUSG00000035601.9"	"Trmt10b"	chr4	+	45301201	45301344	45301235	45301344	45300433	45300627	2010	0,0,2,1,4,2	0,0,72,70,73,49	3,3,1,2,1,2	103,72,68,82,62,81	133	99	1	1.0	NA,NA,0.02,0.011,0.039,0.029	0.021,0.03,0.011,0.018,0.012,0.018	0.006
2041	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12168964	12169058	12168964	12169033	12169957	12169978	2041	0,0,2,5,3,1	0,0,59,68,50,38	3,0,1,1,3,2	51,52,51,61,43,63	124	99	1	1.0	NA,NA,0.026,0.055,0.046,0.021	0.045,0.0,0.015,0.013,0.053,0.025	0.012
2042	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12168964	12169058	12168964	12169033	12170983	12171218	2042	0,0,3,8,3,4	0,0,201,190,189,168	9,0,5,6,3,3	208,231,237,214,210,181	124	99	1	1.0	NA,NA,0.012,0.033,0.013,0.019	0.033,0.0,0.017,0.022,0.011,0.013	0.003
2151	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43249456	43249581	43249459	43249581	43245467	43245596	2151	0,0,12,10,17,13	0,0,10,4,8,2	15,17,23,15,16,27	13,15,9,27,7,5	102	99	1	1.0	NA,NA,0.538,0.708,0.673,0.863	0.528,0.524,0.713,0.35,0.689,0.84	0.088
2179	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53693983	53694084	53693986	53694084	53686387	53686517	2179	0,0,4,0,10,3	0,0,20,15,36,12	18,1,8,6,2,5	15,18,21,18,13,16	102	99	1	1.0	NA,NA,0.163,0.0,0.212,0.195	0.538,0.051,0.27,0.244,0.13,0.233	-0.102
2191	"ENSMUSG00000028410.13"	"Dnaja1"	chr4	+	40726104	40728183	40727955	40728183	40723972	40724150	2191	0,0,995,1373,1405,1366	0,0,0,0,3,0	1611,1253,1615,1649,1539,1688	0,0,0,0,0,0	1950	99	1	1.0	NA,NA,1.0,1.0,0.96,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
2220	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43514710	43516003	43514710	43514861	43518229	43518299	2220	0,0,21,14,30,28	0,0,12,0,0,1	32,29,40,12,36,21	8,1,2,2,4,0	1241	99	1	1.0	NA,NA,0.123,1.0,1.0,0.691	0.242,0.698,0.615,0.324,0.418,1.0	0.154
2221	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43518401	43519078	43518401	43518464	43519226	43519297	2221	0,0,2,3,1,7	0,0,0,0,0,0	4,5,2,4,9,8	0,0,2,0,0,1	713	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.122,1.0,1.0,0.526	0.225
2353	"ENSMUSG00000049488.14"	"Tmem67"	chr4	-	12075454	12075529	12075454	12075525	12075622	12075692	2353	0,0,16,26,24,32	0,0,0,0,1,1	29,14,34,24,34,17	2,0,1,2,1,0	103	99	1	1.0	NA,NA,1.0,1.0,0.958,0.969	0.933,1.0,0.97,0.92,0.97,1.0	0.016
2466	"ENSMUSG00000028249.15"	"Sdcbp"	chr4	+	6385025	6385187	6385028	6385187	6380989	6381099	2466	0,0,726,884,835,642	0,0,218,287,267,249	833,901,845,728,792,838	289,289,296,256,278,273	102	99	1	1.0	NA,NA,0.764,0.749,0.752,0.714	0.737,0.752,0.735,0.734,0.734,0.749	0.005
2556	"ENSMUSG00000028382.15"	"Ptbp3"	chr4	-	59485606	59485746	59485606	59485731	59488110	59488188	2556	0,0,43,54,43,55	0,0,0,0,0,0	42,37,66,53,50,38	3,0,1,4,0,0	114	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.924,1.0,0.983,0.92,1.0,1.0	0.029
2715	"ENSMUSG00000073888.13"	"Ccl27a"	chr4	-	41771137	41771235	41771137	41771213	41773464	41773524	2715	0,0,107,94,94,108	0,0,3,4,8,7	97,72,86,114,107,122	6,3,4,8,7,8	121	99	1	1.0	NA,NA,0.967,0.951,0.906,0.927	0.93,0.952,0.946,0.921,0.926,0.926	0.004
2716	"ENSMUSG00000073888.13"	"Ccl27a"	chr4	-	41771137	41771290	41771137	41771213	41773464	41773524	2716	0,0,61,66,59,57	0,0,3,4,8,7	68,60,65,74,66,77	6,3,4,8,7,8	176	99	1	1.0	NA,NA,0.92,0.903,0.806,0.821	0.864,0.918,0.901,0.839,0.841,0.844	-0.005
2717	"ENSMUSG00000073888.13"	"Ccl27a"	chr4	-	41771137	41771290	41771137	41771235	41773464	41773524	2717	0,0,36,44,44,32	0,0,82,72,79,83	52,44,40,48,37,43	81,56,61,88,78,88	154	99	1	1.0	NA,NA,0.22,0.282,0.264,0.199	0.292,0.336,0.297,0.26,0.234,0.239	-0.035
2784	"ENSMUSG00000057280.15"	"Musk"	chr4	+	58347807	58347859	58347852	58347859	58344151	58344311	2784	0,0,0,0,0,0	0,0,0,2,0,0	0,1,0,0,0,0	0,2,0,2,2,0	144	99	1	1.0	NA,NA,NA,0.0,NA,NA	NA,0.256,NA,0.0,0.0,NA	-0.085
2839	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5134638	5134932	5134688	5134932	5134016	5134174	2839	0,0,4,0,5,4	0,0,14,14,27,10	0,1,3,1,1,0	32,23,24,40,40,35	149	99	1	1.0	NA,NA,0.16,0.0,0.11,0.21	0.0,0.028,0.077,0.016,0.016,0.0	0.097
2851	"ENSMUSG00000045751.16"	"Mms22l"	chr4	+	24580050	24580202	24580053	24580202	24578752	24578903	2851	0,0,1,0,0,2	0,0,3,6,2,6	2,9,3,0,7,1	0,3,1,7,7,3	102	99	1	1.0	NA,NA,0.244,0.0,0.0,0.244	1.0,0.744,0.744,0.0,0.493,0.244	-0.415
2853	"ENSMUSG00000055963.12"	"Triqk"	chr4	+	12962941	12963023	12962944	12963023	12917915	12918065	2853	0,0,11,14,21,26	0,0,4,23,12,15	17,7,13,17,13,12	8,5,14,21,6,10	102	99	1	1.0	NA,NA,0.727,0.371,0.629,0.627	0.673,0.576,0.474,0.44,0.678,0.538	0.025
2925	"ENSMUSG00000040044.11"	"Orc3"	chr4	-	34577952	34578032	34577952	34578029	34579742	34579876	2925	0,0,57,71,45,32	0,0,50,38,43,41	74,55,56,48,56,34	56,61,66,69,55,37	102	99	1	1.0	NA,NA,0.525,0.645,0.504,0.431	0.562,0.467,0.452,0.403,0.497,0.471	0.051
2926	"ENSMUSG00000040044.11"	"Orc3"	chr4	-	34597307	34598756	34597307	34597441	34599703	34599808	2926	0,0,109,152,152,121	0,0,0,0,0,0	177,146,125,122,130,172	0,4,0,0,0,0	1414	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.719,1.0,1.0,1.0,1.0	0.047
2932	"ENSMUSG00000039579.15"	"Grin3a"	chr4	-	49661610	49665625	49661610	49665565	49670023	49670100	2932	0,0,4,7,4,2	0,0,18,7,16,13	6,3,5,9,2,0	11,14,4,14,26,14	159	99	1	1.0	NA,NA,0.122,0.384,0.135,0.087	0.254,0.118,0.438,0.286,0.046,0.0	-0.008
3024	"ENSMUSG00000004631.15"	"Sgce"	chr6	-	4677162	4677233	4677162	4677197	4678066	4678110	3024	0,0,2,9,3,6	0,0,26,15,10,6	5,4,12,5,2,6	14,15,8,8,3,7	135	99	1	1.0	NA,NA,0.053,0.306,0.18,0.423	0.208,0.164,0.524,0.314,0.328,0.386	-0.08
3251	"ENSMUSG00000035637.14"	"Grhpr"	chr4	+	44986285	44986390	44986290	44986390	44985306	44985395	3251	0,0,74,67,65,41	0,0,2,0,0,3	84,56,89,74,95,61	0,0,0,2,3,0	104	99	1	1.0	NA,NA,0.972,1.0,1.0,0.929	1.0,1.0,1.0,0.972,0.968,1.0	-0.015
3258	"ENSMUSG00000047193.16"	"Dync2h1"	chr9	-	7111424	7111592	7111424	7111571	7112047	7112150	3258	0,0,9,29,22,7	0,0,10,11,13,10	23,18,19,9,13,26	21,9,13,11,6,19	120	99	1	1.0	NA,NA,0.426,0.685,0.583,0.366	0.475,0.623,0.547,0.403,0.641,0.53	-0.022
3297	"ENSMUSG00000028439.14"	"Fam219a"	chr4	-	41517690	41520398	41517690	41520395	41520911	41520966	3297	0,0,334,349,328,332	0,0,113,84,126,96	413,373,403,461,459,342	120,85,113,131,140,57	102	99	1	1.0	NA,NA,0.742,0.801,0.716,0.77	0.77,0.81,0.776,0.774,0.761,0.853	-0.033
3299	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3266355	3268129	3266355	3267732	3273421	3273578	3299	0,0,368,368,336,392	0,0,31,34,31,47	381,357,291,376,308,288	67,60,40,76,49,54	496	99	1	1.0	NA,NA,0.703,0.684,0.684,0.625	0.532,0.543,0.592,0.497,0.556,0.516	0.135
3300	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3276693	3276775	3276693	3276729	3281687	3281769	3300	0,0,2,5,4,5	0,0,7,4,16,19	3,8,11,4,7,2	14,17,7,21,29,12	145	99	1	1.0	NA,NA,0.163,0.46,0.146,0.152	0.128,0.243,0.518,0.115,0.141,0.102	0.022
3301	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3276693	3276775	3276693	3276729	3295039	3295182	3301	0,0,2,1,3,3	0,0,2,11,2,5	0,4,5,3,4,2	9,9,2,6,2,9	145	99	1	1.0	NA,NA,0.406,0.058,0.506,0.291	0.0,0.233,0.631,0.254,0.577,0.132	0.011
3331	"ENSMUSG00000073639.6"	"Rab18"	chr18	+	6778476	6778556	6778494	6778556	6770053	6770109	3331	0,0,1,1,8,6	0,0,1008,1330,1088,1178	2,1,2,0,3,1	1566,1460,1588,1679,1493,1440	117	99	1	1.0	NA,NA,0.001,0.001,0.006,0.004	0.001,0.001,0.001,0.0,0.002,0.001	0.002
