ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10544	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5057457	5057578	5045935	5046068	5063990	5064095	10544	0,0,249,240,297,212	0,0,0,0,0,0	237,170,227,278,299,282	0,0,0,0,0,1	220	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.992	0.001
10545	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5062117	5062192	5057457	5057578	5063990	5064095	10545	0,0,1,0,2,0	0,0,126,141,155,113	2,0,0,1,1,0	137,91,118,154,159,158	174	99	1	1.0	NA,NA,0.004,0.0,0.007,0.0	0.008,0.0,0.0,0.004,0.004,0.0	0.0
10546	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5083040	5083106	5077479	5077615	5100431	5100587	10546	0,0,42,51,33,32	0,0,96,110,149,87	65,62,34,67,58,50	59,58,63,88,108,98	165	99	1	1.0	NA,NA,0.208,0.218,0.117,0.181	0.398,0.391,0.245,0.314,0.244,0.234	-0.123
10547	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5100431	5100587	5077479	5077615	5110999	5111053	10547	0,0,200,244,294,205	0,0,0,2,1,0	177,172,162,178,245,185	0,0,0,0,0,0	255	99	1	1.0	NA,NA,1.0,0.979,0.991,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
10548	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5110999	5111053	5100431	5100587	5113600	5113787	10548	0,0,130,158,178,132	0,0,5,1,0,3	129,111,102,118,165,115	0,1,2,1,0,1	153	99	1	1.0	NA,NA,0.944,0.99,1.0,0.966	1.0,0.986,0.971,0.987,1.0,0.987	-0.013
10549	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5143405	5143489	5143227	5143315	5154008	5154207	10549	0,0,48,35,43,54	0,0,0,0,0,2	69,48,50,70,40,44	0,0,0,0,0,0	183	99	1	1.0	NA,NA,1.0,1.0,1.0,0.936	1.0,1.0,1.0,1.0,1.0,1.0	-0.016
10550	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5156120	5156240	5134016	5134174	5157003	5157027	10550	0,0,93,86,132,90	0,0,0,0,0,0	83,71,64,100,79,134	0,0,0,0,0,1	219	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.984	0.003
10551	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5157003	5157027	5156120	5156240	5158088	5158271	10551	0,0,70,70,86,61	0,0,11,7,14,18	63,42,55,73,67,78	5,13,5,8,15,6	123	99	1	1.0	NA,NA,0.837,0.889,0.832,0.732	0.91,0.722,0.899,0.88,0.782,0.913	-0.028
10576	"ENSMUSG00000045751.16"	"Mms22l"	chr4	+	24500036	24500086	24497837	24497963	24502747	24502835	10576	0,0,7,9,19,11	0,0,0,0,0,0	7,4,11,8,10,22	0,0,0,2,0,0	149	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.727,1.0,1.0	0.045
10577	"ENSMUSG00000045751.16"	"Mms22l"	chr4	+	24502747	24502835	24497837	24497963	24502931	24503112	10577	0,0,1,4,4,7	0,0,0,1,0,0	1,8,1,5,7,12	0,0,0,0,2,0	187	99	1	1.0	NA,NA,1.0,0.679,1.0,1.0	1.0,1.0,1.0,1.0,0.649,1.0	-0.022
