decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1
AC005253.4_18569042	0.000194	0.003951	-1.000000	-1.000000	-1.000000	0.002087	0.000434	0.000048	0.036787	-1.000000	-1.000000	-1.000000	-1.000000	0.000002	0.002023	-1.000000	0.000185	0.003880	0.000127	-1.000000	0.066963	-1.000000	-1.000000	0.000764	0.000198	0.000439	0.002127	0.000376	0.000788	0.000005	0.000203	-1.000000	0.000148	0.000686	0.000169	0.000198	-1.000000	0.000043	-1.000000	0.000075	0.000169	0.000376	-1.000000	0.001283	-1.000000	-1.000000	0.000859	0.002169	-1.000000	-1.000000	0.000057	-1.000000	0.000476	0.001272	0.006149	-1.000000	0.000022	0.000081	0.016728	-1.000000	0.001038	-1.000000	0.000125	-1.000000	-1.000000	0.020610	-1.000000	-1.000000	-1.000000	-1.000000	0.018088	0.000198	-1.000000	-1.000000	-1.000000	0.001721	0.000339	-1.000000	-1.000000	-1.000000	0.003812	0.005050	-1.000000	-1.000000	0.000002	-1.000000	0.003984	-1.000000	-1.000000	-1.000000	0.019424	0.001719	-1.000000	0.003951	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.001028
AC005253.4_18569052	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000001	0.000000	0.000000	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000001	-1.000000	0.000001	0.000001	0.000000	-1.000000	0.002223	-1.000000	-1.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	-1.000000	0.000001	0.000000	0.000001	0.000001	-1.000000	0.000001	-1.000000	0.000000	0.000001	0.000000	-1.000000	0.000001	-1.000000	-1.000000	0.000000	0.000001	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000001	0.000001	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000001	0.000001	-1.000000	-1.000000	-1.000000	0.000001	0.000000	-1.000000	-1.000000	-1.000000	0.000001	0.000001	-1.000000	-1.000000	0.000000	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000001
AC005262.2_3121592	0.000128	0.000008	0.000003	-1.000000	0.000038	0.000010	0.000109	0.000000	-1.000000	-1.000000	-1.000000	0.001172	0.000000	0.000007	0.000001	0.000036	0.000130	-1.000000	0.000002	0.000033	-1.000000	-1.000000	-1.000000	-1.000000	0.000017	0.000094	-1.000000	0.000001	-1.000000	0.000474	0.000001	-1.000000	0.000719	0.000002	0.000024	0.000010	-1.000000	-1.000000	-1.000000	0.000000	0.000091	0.000001	-1.000000	0.000009	-1.000000	0.000010	0.000011	0.001256	-1.000000	-1.000000	0.000000	-1.000000	0.000094	0.000001	-1.000000	-1.000000	0.001943	0.000013	0.000009	-1.000000	0.000009	-1.000000	0.000019	-1.000000	0.000123	0.000012	-1.000000	-1.000000	-1.000000	-1.000000	0.000001	0.000025	-1.000000	0.000008	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000003	0.000001	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.017335	-1.000000	-1.000000	0.000009	-1.000000	-1.000000	0.000006	-1.000000	0.000013	-1.000000	-1.000000	-1.000000	0.000001
AC005262.2_3121598	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.006372	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000006	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
AC005387.2_18532815	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000004	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000004	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000
AC005606.15_1998081	0.001635	0.001059	0.000001	0.000700	-1.000000	0.012221	0.000089	0.003262	0.007391	0.000001	-1.000000	0.000657	0.000100	0.000013	0.001484	-1.000000	0.002191	0.009182	0.020550	0.000000	0.000151	-1.000000	0.000001	0.020429	0.002800	0.000292	0.021128	0.001928	0.000482	0.011237	0.001118	-1.000000	0.014052	0.020349	0.002191	0.001369	0.000004	0.034254	0.000022	0.002989	0.002191	0.001928	-1.000000	0.000028	-1.000000	-1.000000	0.000042	0.006576	-1.000000	0.000000	0.003262	-1.000000	0.000075	0.000892	0.002286	-1.000000	0.000329	0.000090	0.030451	-1.000000	0.002253	-1.000000	0.031160	-1.000000	-1.000000	0.000078	-1.000000	0.000000	-1.000000	-1.000000	0.000069	0.001290	0.000001	-1.000000	-1.000000	0.020308	0.000002	0.000008	0.000004	-1.000000	0.007084	0.001300	-1.000000	0.012007	0.000090	-1.000000	0.000236	0.000001	0.000024	0.088493	0.002583	0.009542	0.000001	0.006704	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	0.000001
AC005606.15_1998085	0.000000	0.000000	-1.000000	0.000002	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000004	0.000000	0.000000	-1.000000	0.000001	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000001	-1.000000	0.000004	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000001	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
AC005606.15_1998098	0.000008	0.000013	-1.000000	0.000002	-1.000000	0.000001	0.000001	0.000001	0.000002	-1.000000	-1.000000	0.000001	0.001190	0.000003	0.000000	-1.000000	0.000000	0.000002	0.000004	-1.000000	0.000002	-1.000000	-1.000000	0.000001	0.000000	0.000000	0.000001	0.000003	0.000001	0.000074	0.000001	-1.000000	0.000001	0.000004	0.000000	0.000000	-1.000000	0.000002	0.000002	0.000021	0.000000	0.000003	-1.000000	0.000002	-1.000000	-1.000000	0.000002	0.000000	-1.000000	-1.000000	0.000001	-1.000000	0.000000	0.000002	0.000002	-1.000000	0.000015	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000002	-1.000000	-1.000000	0.000004	-1.000000	-1.000000	-1.000000	-1.000000	0.000002	0.000000	-1.000000	-1.000000	-1.000000	0.000001	0.000000	0.000001	-1.000000	-1.000000	0.000000	0.000002	-1.000000	0.000001	0.000006	-1.000000	0.000001	-1.000000	-1.000000	0.000001	0.000000	0.000000	-1.000000	0.000013	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000013
AC005775.2_501708	0.001552	0.006486	0.001190	0.015761	0.023201	0.000934	0.000388	0.002005	0.024826	-1.000000	-1.000000	0.001029	0.001961	0.008032	0.000000	-1.000000	0.002900	0.001008	0.051329	0.018094	0.000049	-1.000000	-1.000000	0.074637	0.000326	0.000112	0.000001	0.000155	-1.000000	-1.000000	0.000001	-1.000000	0.001679	0.095058	-1.000000	0.001241	-1.000000	0.005121	0.000780	0.000001	0.003199	0.000155	0.388220	0.000013	-1.000000	-1.000000	0.003277	0.003869	-1.000000	-1.000000	0.002005	-1.000000	0.000133	0.220370	0.006291	-1.000000	-1.000000	0.003078	0.000001	-1.000000	0.000001	0.000114	0.001496	0.003416	0.000014	0.020958	-1.000000	-1.000000	-1.000000	-1.000000	0.146050	0.000326	0.000123	0.000114	-1.000000	0.000272	0.000277	-1.000000	-1.000000	-1.000000	-1.000000	0.000391	0.001012	0.000418	0.000140	-1.000000	0.023016	-1.000000	0.000036	-1.000000	0.000016	0.000001	-1.000000	-1.000000	-1.000000	0.013768	-1.000000	-1.000000	0.015591	0.006381
AC005954.4_3754065	0.002459	0.003190	0.000023	0.003496	0.000360	0.026812	0.052587	0.111756	0.002131	0.000015	0.000026	0.008920	0.002199	0.036210	-1.000000	0.000060	0.026812	0.002637	0.002342	0.000095	0.000297	0.000141	0.000030	0.008569	0.026812	0.064610	0.010722	0.059865	0.003582	0.011956	0.037718	0.003329	0.008968	0.003032	0.026812	0.026812	0.000095	0.004781	0.005194	-1.000000	0.026812	0.059865	0.000019	0.005165	0.000646	0.010985	0.000180	0.056885	0.001262	0.000010	-1.000000	0.001705	0.064610	0.011333	0.022626	0.000026	0.028374	0.026812	0.010722	0.000095	0.008504	0.000021	0.009243	0.001587	0.000332	0.009153	0.000026	0.000048	0.000026	-1.000000	0.004190	0.026812	0.000349	0.000021	0.000099	0.003582	0.001788	0.009193	0.000095	0.005421	0.018133	0.021778	0.008606	0.021297	0.000415	0.000050	0.003582	0.000024	0.002716	0.000931	0.010722	-1.000000	0.000021	-1.000000	0.000046	0.000021	0.000026	0.001213	0.000537	0.001265
AC005954.4_3755989	0.000916	0.000012	-1.000000	0.000037	-1.000000	0.000164	0.000616	0.012231	-1.000000	-1.000000	-1.000000	0.000089	0.011496	0.000003	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.024629	0.000209	0.000312	0.000019	0.000017	0.054050	0.000063	0.018174	-1.000000	0.000110	-1.000000	0.000228	0.000377	-1.000000	-1.000000	-1.000000	0.000058	0.000228	0.000017	-1.000000	-1.000000	-1.000000	-1.000000	0.000025	0.000174	-1.000000	-1.000000	0.022486	-1.000000	0.000447	-1.000000	-1.000000	-1.000000	-1.000000	0.000116	0.000056	-1.000000	0.000007	-1.000000	0.000620	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000209	-1.000000	-1.000000	-1.000000	0.054050	0.001807	-1.000000	-1.000000	-1.000000	-1.000000	0.000075	-1.000000	-1.000000	-1.000000	-1.000000	0.040687	-1.000000	-1.000000	-1.000000	0.000610	0.000009	-1.000000	0.000051	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.001943
AC005954.4_3755993	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
AC006369.2_37646562	0.000051	0.034237	0.005267	0.034237	0.011362	0.038469	0.035551	0.017851	0.000067	0.000111	0.004491	0.000016	0.037221	0.040037	0.041801	0.000161	0.029849	0.000062	0.053925	0.003799	0.034237	0.000018	0.000086	0.043637	0.035168	0.056827	0.005931	0.034237	0.006876	0.011372	0.010296	0.016004	0.029849	0.054928	0.029849	0.029849	0.003799	0.000067	0.026694	0.036805	0.029849	0.034237	0.077000	0.030255	0.001746	0.011470	0.040037	0.042833	0.039029	0.000086	0.017851	0.005866	0.042428	0.030920	0.000018	0.005713	0.000024	0.029849	0.009614	0.003799	0.007373	0.000082	0.034237	0.037248	0.055213	0.126343	0.004491	0.000104	0.004491	0.060898	0.039325	0.035168	0.000113	0.000082	0.000128	0.006876	-1.000000	0.078801	0.000011	0.000065	0.009832	0.007960	0.002667	0.040037	0.017271	0.026888	0.038283	0.000086	0.000086	0.022053	0.009614	0.029142	0.000086	0.034237	0.016004	0.000156	0.004491	0.003912	0.000063	0.007373
