MAF_file	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop	n_sites_ge_300	fraction_sites_ge_300
NMT2_15128562	-9.721094861660076	321.625	0.4957651044607566	0.4957651044607566	95441.673	85	0.0479954827780914
NSUN6_18615350	95.23829838226484	321.625	0.6926303175554224	0.6926303175554224	287594.364	807	0.4835230677052127
PRPF18_13609316	44.41607466423856	321.625	0.7179603915319827	0.7179603915319827	322881.841	157	0.0357386751650352
SEPHS1_13330624	63.91879815846863	321.5	0.8517082626605282	0.8517082626605282	386086.215	82	0.0198691543494063
STAM_17711093	121.56833057996484	321.801	0.6975395430579965	0.6975395430579965	1244142.472	3969	0.6975395430579965
TRDMT1_17158538	148.1516712328767	321.801	0.7136986301369863	0.7136986301369863	310161.115	952	0.6520547945205479
UPF2_11943592	23.031676920173624	321.801	0.542177769390451	0.542177769390451	900849.677	2873	0.542177769390451
UPF2_11952375	68.34100908795844	321.801	0.5465757870821162	0.5465757870821162	395036.565	1178	0.3823433950016228
VIM_17232157	95.6010857142857	321.801	0.6477310924369748	0.6477310924369748	542167.0980000001	1648	0.5539495798319328
WDR37_1074947	55.99846516106443	321.5	0.8125	0.8125	521033.573	162	0.0283613445378151
A1CF_50807502	-33.06281215057771	321.801	0.2694744688781215	0.2694744688781215	169989.759	437	0.1628773760715617
ANK3_60078995	-17.810182469548604	321.801	0.5216145211368521	0.5216145211368521	374783.086	695	0.1659899689515166
ANK3_60135311	74.05363489016848	321.801	0.6357432288334399	0.6357432288334399	853426.321	2395	0.5107698869695031
ANK3_60199149	18.349792307692308	321.801	0.6035502958579881	0.6035502958579881	217435.945	529	0.3130177514792899
ARMC4_27987152	101.92030884293884	321.801	0.666080070391553	0.666080070391553	475633.887	1514	0.666080070391553
ARMC4_27989988	107.4804603960396	321.801	0.6742039068771742	0.6742039068771742	1575811.19	5027	0.6725983409151726
BICC1_58798245	63.24062709284627	321.801	0.604261796042618	0.604261796042618	374660.556	1189	0.6032470826991375
BICC1_58799652	22.864091407678245	321.616	0.4954296160877514	0.4954296160877514	21287.103000000003	58	0.1060329067641681
BMS1_42786017	-4.0525006385696045	321.801	0.4303959131545338	0.4303959131545338	80897.118	105	0.0670498084291187
BMS1_42799768	26.751223268698062	321.801	0.5479224376731302	0.5479224376731302	621100.697	1978	0.5479224376731302
BMS1_42818075	18.2713190140845	321.801	0.5330985915492957	0.5330985915492957	478117.1	1514	0.5330985915492957
CCDC6_59806065	81.297388	321.801	0.6316	0.6316	492401.311	1536	0.6144
CUL2_35025575	-11.838518059299192	321.5	0.5005390835579515	0.5005390835579515	219560.692	126	0.0339622641509433
DNA2_68416052	-7.401634543178973	321.616	0.202127659574468	0.202127659574468	12891.511000000002	29	0.0181476846057571
DNA2_68433837	27.785315503370303	321.801	0.5494672754946728	0.5494672754946728	791593.548	2527	0.5494672754946728
DRGX_49388108	107.01491876667654	321.801	0.6789208419804329	0.6789208419804329	595328.692	1673	0.4959976282241328
ERCC6_49475914	182.53833317238048	321.801	0.7947851279575084	0.7947851279575084	508146.46299999993	1608	0.7764365041042974
FRMPD2_48204052	112.3241477480776	321.801	0.6737458806298059	0.6737458806298059	1137904.904	3631	0.6647748077627242
FRMPD2_48249456	-0.1933624296057924	4.261	0.0209171359613837	0.0172968624296057	496.396	0	0.0
HERC4_67926751	1.4488989078316412	321.801	0.5057272242940863	0.5057272242940863	1203084.179	3786	0.5042621204049015
HERC4_67935570	2.383972918467306	321.801	0.5090751944684528	0.5090751944684528	534879.7459999999	1675	0.4825698645923365
JMJD1C_63186479	-43.74161589174185	321.801	0.2179042331714087	0.2179042331714087	81073.54000000001	70	0.0242886884108258
MTPAP_30320963	-5.195297340340827	321.801	0.4957795827361044	0.4957795827361044	984644.167	3103	0.494186972447842
MYPN_68143591	-53.61948510449088	321.801	0.411293908403735	0.411293908403735	157160.79200000002	278	0.12361049355269
MYPN_68147566	186.50627250608272	321.801	0.7963156065345847	0.7963156065345847	722053.717	2280	0.7924921793534933
MYPN_68159973	4.518164687499998	321.801	0.685	0.685	307415.098	380	0.11875
MYPN_68193331	-70.18251677600749	321.801	0.3947516401124648	0.3947516401124648	650512.504	1997	0.3743205248359887
MYPN_68196181	21.95216319082377	321.801	0.5385818561001042	0.5385818561001042	326198.868	1033	0.5385818561001042
MYPN_68201382	-3.8109443027210888	321.801	0.5425170068027211	0.5425170068027211	125543.996	109	0.0463435374149659
PARD3_34331398	16.046528202676864	321.801	0.408699808795411	0.408699808795411	432138.932	1188	0.2839388145315487
PARD3_34382122	35.98291085613415	321.801	0.5783318623124448	0.5783318623124448	607155.9759999999	1763	0.3890114739629303
PARD3_34399621	25.52626315789474	321.801	0.5526315789473685	0.5526315789473685	218284.232	380	0.1515151515151515
PARD3_34564782	-22.403554727966604	321.801	0.4454452496829024	0.4454452496829024	22682374.023	66089	0.3692803701241011
PHYHIPL_59238984	73.29616124031007	321.801	0.6229457364341086	0.6229457364341086	1230556.9789999998	3867	0.5995348837209302
RUFY2_68390474	18.60341783905458	321.801	0.5139279684862127	0.5139279684862127	1121051.9449999998	3470	0.488182329769274
SIRT1_67889864	5.012868782567503	321.801	0.2719090478446234	0.2719090478446234	149773.47499999998	414	0.1961155850307911
SIRT1_67906628	49.33393922003392	321.801	0.5733011608190948	0.5733011608190948	2721734.486	8587	0.5599973914177644
SLC16A9_59667253	4.7542185817926494	321.801	0.512871518839223	0.512871518839223	1365477.003	4383	0.512871518839223
WAC_28584417	-20.709147732659183	321.801	0.4232896192131458	0.4232896192131458	793314.075	2398	0.3788908200347606
WDFY4_48779571	40.31740513670257	321.625	0.6420878210439105	0.6420878210439105	103919.706	121	0.100248550124275
WDFY4_48794887	-36.81072879512831	321.801	0.3046976946498477	0.3046976946498477	362776.204	997	0.2168334058286211
WDFY4_48813910	46.21429271410311	321.801	0.5781849169152109	0.5781849169152109	425618.8160000001	1357	0.5781849169152109
WDFY4_48827583	96.01379206914082	321.801	0.6680223690899848	0.6680223690899848	370925.137	1155	0.5871886120996441
ZEB1_31512965	-43.36541871406168	321.801	0.5135912179822268	0.5135912179822268	373974.043	786	0.2054364871928907
ADAMTS14_70733540	27.07806535947712	321.801	0.3689179375453885	0.3689179375453885	153837.118	469	0.3405954974582426
ANXA11_80167547	-36.39601026225769	321.801	0.2725199543899658	0.2725199543899658	109811.737	257	0.1465222348916761
ATAD1_87769333	17.93741058010219	321.801	0.5329125338142471	0.5329125338142471	554928.7729999999	1773	0.5329125338142471
BTAF1_91936860	5.352021545667442	321.801	0.5140515222482436	0.5140515222482436	688749.065	2178	0.5100702576112413
BTAF1_92022239	-13.632533198175366	321.801	0.4803176212198006	0.4803176212198006	894163.898	2834	0.4787970941037337
CDH23_71675762	0.847378469301924	321.801	0.5063078216989066	0.5063078216989066	376633.1479999999	1181	0.4966358284272498
CDH23_71681521	47.55853228449688	321.801	0.5031137332022287	0.5031137332022287	247192.15	425	0.1392985906260242
CDH23_71731866	90.9998777852802	321.801	0.6610398379473329	0.6610398379473329	285912.889	872	0.5887913571910871
CDH23_71738910	30.70007762557077	321.801	0.5506849315068493	0.5506849315068493	187964.836	596	0.5442922374429223
DDX21_68964180	23.499245264207385	321.801	0.5388833499501495	0.5388833499501495	338444.797	1067	0.5319042871385843
DNA2_68450364	23.616622668900053	321.801	0.5496370742601898	0.5496370742601898	1481861.4170000004	4540	0.5069793411501954
EXOC6_92952025	4.822087424849702	321.801	0.595440881763527	0.595440881763527	241980.854	134	0.033567134268537
EXOC6_93057916	39.60689805447471	321.625	0.6996108949416342	0.6996108949416342	117508.421	109	0.0848249027237354
GHITM_84145411	-22.45744236842105	321.5	0.4097368421052632	0.4097368421052632	177634.91400000002	74	0.0194736842105263
HKDC1_69263736	48.95705308726361	321.801	0.5340624287992709	0.5340624287992709	732762.7320000001	2295	0.5228981544771019
KCNMA1_77018535	17.92054725523486	321.801	0.4016694963214487	0.4016694963214487	459102.4740000001	754	0.1066779852857951
KIF11_92608878	55.6475879851143	321.801	0.6124401913875598	0.6124401913875598	165782.038	383	0.2036150983519404
KIF1BP_69012150	47.529073529411775	321.801	0.4643166089965398	0.4643166089965398	517639.132	1358	0.2936851211072664
KIF20B_89728738	0.003981954887218	2.103	0.0203007518796992	0.0097744360902255	387.511	0	0.0
KIF20B_89740558	79.52946528066528	321.625	0.548024948024948	0.548024948024948	808354.6100000001	2472	0.513929313929314
KIF20B_89755922	160.0496920842411	321.801	0.7586540789155168	0.7586540789155168	981369.741	3134	0.7586540789155168
LIPJ_88587775	-0.053139775144333	3.353	0.0030385900941962	0.0021270130659374	773.8	0	0.0
LIPJ_88604599	31.297148832684822	321.801	0.6994163424124513	0.6994163424124513	244853.84	87	0.0282101167315175
NOC3L_94336298	-31.40010959771936	321.801	0.4494773519163763	0.4494773519163763	423519.893	1323	0.4190687361419069
NOC3L_94340084	6.435726726726728	321.616	0.1591591591591591	0.1591591591591591	16757.293	53	0.1591591591591591
NOC3L_94346092	7.537490322580646	321.616	0.0709677419354838	0.0709677419354838	24140.854	72	0.0580645161290322
NOC3L_94348633	53.96051253581661	321.801	0.5913323782234957	0.5913323782234957	517112.2899999999	1651	0.5913323782234957
NUDT13_73123987	182.32025561657517	321.801	0.7888167748377434	0.7888167748377434	501167.587	1580	0.7888167748377434
PCGF5_91245723	67.9907919730774	321.801	0.5760937305247413	0.5760937305247413	1399680.007	4291	0.5348373426399102
PCGF5_91268541	60.241234478935695	321.801	0.6062915742793792	0.6062915742793792	1256009.926	3654	0.5063747228381374
PLCE1_94235219	15.111936320754715	321.801	0.5377358490566038	0.5377358490566038	109105.856	186	0.1096698113207547
PLCE1_94284795	27.577133333333325	321.801	0.5516908212560386	0.5516908212560386	162230.642	436	0.421256038647343
PLCE1_94323538	-15.33718383584589	321.801	0.5062814070351759	0.5062814070351759	310718.98000000004	839	0.3513400335008375
PPIF_79350520	-39.43179585152838	321.801	0.3640829694323144	0.3640829694323144	102884.62	186	0.1015283842794759
PPP3CB_73477157	80.10801037286234	321.801	0.6019063638912251	0.6019063638912251	650510.601	2028	0.5685449957947856
SUPV3L1_69181252	79.85595908021001	321.801	0.6335325004526525	0.6335325004526525	1090258.4399999997	3499	0.6335325004526525
TET1_68648336	47.44826361611662	321.801	0.5804818789228589	0.5804818789228589	900287.1609999998	2867	0.5804818789228589
TNKS2_91831658	102.8999097472924	321.801	0.6552346570397112	0.6552346570397112	508670.9380000001	1569	0.5664259927797833
TNKS2_91850798	-3.23058023255814	321.801	0.4906976744186046	0.4906976744186046	61637.745	112	0.0651162790697674
UNC5B_71297088	80.1270956521739	321.801	0.6308300395256917	0.6308300395256917	237661.554	582	0.4600790513833992
USP54_73541217	-4.651968749999997	321.801	0.2672872340425531	0.2672872340425531	106802.636	306	0.2034574468085106
VCL_74117708	16.89536623215394	321.801	0.537243947858473	0.537243947858473	510088.312	1323	0.4106145251396648
VPS26A_69160918	-5.042401351036572	321.801	0.5080363382250175	0.5080363382250175	633337.3759999999	1885	0.4390868856277661
ABCC2_99817195	18.78852412280701	321.801	0.5235745614035088	0.5235745614035088	477424.299	1369	0.3752741228070175
ACTR1A_102484553	78.07697520661156	321.801	0.6250939143501127	0.6250939143501127	253788.339	624	0.4688204357625845
ALDH18A1_95626994	55.81565183246073	321.801	0.5837696335078534	0.5837696335078534	132835.09	413	0.5405759162303665
BLNK_96205894	0.027383473726434	4.343	0.0340954673084636	0.0156438026474127	839.8660000000001	0	0.0
BLNK_96207712	0.15165	3.212	0.1104651162790697	0.0209302325581395	403.4740000000001	0	0.0
BLNK_96224459	-0.08320687695368	4.739	0.0198920147769252	0.0159136118215402	895.0870000000001	0	0.0
BORCS7-ASMT_102874345	-86.32967467398764	321.801	0.365133836650652	0.365133836650652	156030.68199999997	498	0.3417982155113246
BTRC_101531757	108.43044905660378	321.801	0.6698113207547169	0.6698113207547169	205406.632	621	0.5858490566037736
CFAP58_104373924	-38.56300324508967	321.5	0.3328778821520068	0.3328778821520068	221490.359	88	0.0150298889837745
CFAP58_104377262	-22.337297482126207	321.801	0.4199564811936587	0.4199564811936587	149711.978	132	0.0410320174075225
CNNM1_99362111	72.7231	321.801	0.6259259259259259	0.6259259259259259	232174.985	694	0.5140740740740741
CNNM1_99362991	-15.63199347471452	321.801	0.2088091353996737	0.2088091353996737	103730.94999999998	294	0.1598694942903752
COL17A1_104037139	138.63565217391306	321.801	0.7214170692431562	0.7214170692431562	141307.374	448	0.7214170692431562
COL17A1_104053364	116.92435334088334	321.801	0.6896942242355606	0.6896942242355606	190204.357	559	0.6330690826727067
COL17A1_104064264	128.45780640668522	321.801	0.7228412256267409	0.7228412256267409	150623.195	470	0.6545961002785515
COL17A1_104072289	1.2612726530612255	321.801	0.5134693877551021	0.5134693877551021	65056.773	119	0.0971428571428571
COL17A1_104074714	75.64795418848168	321.801	0.4535340314136126	0.4535340314136126	189896.858	561	0.3671465968586387
COL17A1_104085280	155.9039176562196	321.801	0.7484913373564337	0.7484913373564337	1215351.106	3845	0.7484913373564337
CWF19L1_100261537	64.00533591481123	321.801	0.5895450145208132	0.5895450145208132	165506.53600000002	514	0.4975798644724105
CYP2C8_95038600	28.907998813760376	321.801	0.5510083036773428	0.5510083036773428	290145.6599999999	915	0.5427046263345195
DNTT_96322907	-3.440604930046636	321.616	0.0473017988007994	0.0473017988007994	22234.280000000013	71	0.0473017988007994
DNTT_96335447	54.747599764220446	321.801	0.5923961096374889	0.5923961096374889	630161.93	2010	0.5923961096374889
ENTPD7_99700228	-2.52603886127429	321.801	0.4785359240849525	0.4785359240849525	65581.976	116	0.0524175327609579
GBF1_102259628	17.165262703739213	321.801	0.5263662511984659	0.5263662511984659	92536.062	175	0.1677852348993288
GBF1_102351745	88.22207978723404	321.801	0.7092198581560284	0.7092198581560284	74042.378	165	0.2925531914893617
GOLGA7B_97864816	76.40666878083157	321.801	0.6222692036645525	0.6222692036645525	270075.634	626	0.4411557434813248
GSTO1_104257482	6.056610492845787	321.801	0.6468317056552351	0.6468317056552351	451207.404	730	0.1657960481489893
HELLS_94562547	136.28940661732693	321.801	0.7228994340444057	0.7228994340444057	1033524.347	3272	0.7122333478450152
HELLS_94572355	-14.53334537847091	321.801	0.4800304298212248	0.4800304298212248	399504.496	1260	0.4792696842906048
HELLS_94576274	-107.13725444664033	321.801	0.3325098814229249	0.3325098814229249	211498.986	665	0.3285573122529644
HELLS_94588051	-32.82575683371299	321.801	0.5379650721336371	0.5379650721336371	584322.649	1357	0.2575930144267274
HPS1_98428476	175.65744827586207	321.801	0.7798088907353552	0.7798088907353552	592930.458	1877	0.7798088907353552
LOXL4_98253225	80.07840490278952	321.801	0.6390532544378699	0.6390532544378699	201423.966	605	0.5114116652578191
MFSD13A_102469874	84.1484004474273	321.801	0.6431767337807607	0.6431767337807607	156335.968	486	0.5436241610738255
NEURL1_103585355	46.41489628447687	321.801	0.4871210394346934	0.4871210394346934	672135.663	2105	0.4798267608844312
NT5C2_103093442	67.26214980289093	321.801	0.580814717477004	0.580814717477004	129734.927	396	0.5203679369250985
PKD2L1_100329634	61.93368740279936	321.801	0.6298600311041991	0.6298600311041991	114789.343	365	0.567651632970451
PYROXD2_98394971	26.82051108095884	321.801	0.5603799185888738	0.5603799185888738	333507.269	979	0.4427860696517413
SH3PXD2A_103616406	2.7143202324937743	321.801	0.1832272349847772	0.1832272349847772	164638.86800000002	460	0.1273180182673678
SLIT1_97041279	42.199548801667234	321.801	0.5724209795067732	0.5724209795067732	403513.566	1232	0.4279263633205974
TAF5_103368599	-66.95026609616951	321.801	0.4460065199674001	0.4460065199674001	466918.562	1334	0.271801140994295
TBC1D12_94504934	17.24595465598627	321.801	0.5797453869260478	0.5797453869260478	465195.567	192	0.0274638821341725
TBC1D12_94507506	41.98631175406872	321.801	0.7273056057866184	0.7273056057866184	248228.077	186	0.0672694394213381
TM9SF3_96553090	76.60194535682292	321.801	0.6065989847715736	0.6065989847715736	1202469.16	3693	0.5513586145117946
WNT8B_100480650	46.13286254612546	321.801	0.577490774907749	0.577490774907749	196705.697	622	0.5738007380073801
ABLIM1_114436534	74.6353435309114	321.801	0.6379859783301466	0.6379859783301466	294755.461	900	0.5736137667304015
ABLIM1_114473162	59.56106035502959	321.801	0.5360946745562131	0.5360946745562131	101309.415	259	0.3065088757396449
ABLIM1_114490249	-79.92963352570828	321.625	0.2460650577124868	0.2460650577124868	148640.385	233	0.0611227701993704
ACADSB_123051968	54.04929599594526	321.801	0.6893056259503294	0.6893056259503294	165420.32000000004	375	0.1900658895083629
ADD3_110116207	-47.9692064516129	323.306	0.4290322580645161	0.4290322580645161	444354.746	1346	0.3947214076246334
ADD3_110125505	61.47225757575757	321.801	0.6006060606060606	0.6006060606060606	311927.689	991	0.6006060606060606
ATE1_121840139	73.73120192528077	321.801	0.6525326610130644	0.6525326610130644	520084.312	1101	0.2523493009397203
ATE1_121903950	117.0170966125954	321.801	0.6773616412213741	0.6773616412213741	1735915.836	5428	0.6474236641221374
BCCIP_125833740	2.7909681838267817	321.801	0.5342465753424658	0.5342465753424658	145705.628	95	0.0419796730004418
CCDC186_114128625	-9.639951682484902	321.801	0.4827437446074202	0.4827437446074202	140988.309	112	0.0483175150992234
CCDC186_114131544	49.77895224312589	321.801	0.5890014471780028	0.5890014471780028	119212.185	376	0.5441389290882779
CCDC186_114135307	-12.624058886509642	321.625	0.4293361884368308	0.4293361884368308	65094.291	123	0.1316916488222698
CTBP2_124995580	10.593874569262574	321.801	0.1847002067539628	0.1847002067539628	133699.87600000005	387	0.1333563059958649
DCLRE1A_113836500	24.81519047619048	321.801	0.5443722943722944	0.5443722943722944	315096.58699999994	1004	0.5432900432900433
DHX32_125840401	34.0088468981218	321.801	0.5577689243027888	0.5577689243027888	309221.086	978	0.5566306203756403
DHX32_125852981	32.59460973888497	321.801	0.5081157374735357	0.5081157374735357	103028.157	188	0.1326746647847565
DOCK1_126944196	-32.24500501153448	323.306	0.4474425264497653	0.4474425264497653	8917170.629999999	27593	0.4389945111765174
DOCK1_126993889	25.703734296271403	321.801	0.5429963050050386	0.5429963050050386	997671.721	3145	0.5282163251595566
EBF3_129844714	45.97146150936258	321.801	0.537734064686968	0.537734064686968	811602.398	2434	0.4603745034991489
EDRF1_125736953	43.30046448863636	321.801	0.5928030303030303	0.5928030303030303	360659.17	1095	0.5184659090909091
FAM160B1_114853031	9.613023085155175	321.5	0.5641339244763798	0.5641339244763798	406407.009	91	0.0139122458339703
GFRA1_116065161	-0.0226672582076308	4.44	0.093167701863354	0.0656610470275066	479.494	0	0.0
GFRA1_116092014	64.87861759631973	321.801	0.5261644623346751	0.5261644623346751	417236.388	1050	0.3018976423231742
GPAM_112160314	-8.165553054662379	321.616	0.1736334405144694	0.1736334405144694	10304.446000000002	28	0.045016077170418
HABP2_113579703	-21.55584749340369	321.801	0.4427440633245382	0.4427440633245382	260899.67	816	0.4306068601583113
INPP5A_132708559	117.69558639910812	321.801	0.7151616499442587	0.7151616499442587	342453.722	999	0.5568561872909699
INPP5A_132781505	-0.376579162410621	321.801	0.4106230847803881	0.4106230847803881	90507.53100000002	231	0.2359550561797752
INPP5F_119797313	46.85961145510836	321.801	0.5773993808049536	0.5773993808049536	117254.674	373	0.5773993808049536
MTG1_133400889	-2.220713645418327	321.801	0.5388446215139442	0.5388446215139442	129691.292	77	0.0383466135458167
NHLRC2_113879822	-8.209462397937259	321.5	0.4972067039106145	0.4972067039106145	265104.328	108	0.0232058444348947
NRAP_113612618	83.17056594594592	321.801	0.6481081081081081	0.6481081081081081	355599.424	1108	0.5989189189189189
NRAP_113631274	81.60700054884741	321.801	0.637211855104281	0.637211855104281	347179.57099999994	1086	0.5960482985729967
NRAP_113641194	94.92077915194344	321.801	0.6625441696113075	0.6625441696113075	218421.413	657	0.5803886925795053
PDCD4_110878484	10.726222771336246	321.801	0.5217639232085155	0.5217639232085155	864672.297	2745	0.5217639232085155
PDCD4_110881962	51.87659514687101	321.801	0.5874840357598978	0.5874840357598978	272376.84799999994	726	0.4636015325670498
PLPP4_120515683	-45.73798438133874	321.801	0.466734279918864	0.466734279918864	384115.03300000005	714	0.1448275862068965
PPP2R2D_131938651	-31.174805884463584	321.801	0.4528166487262289	0.4528166487262289	794621.4639999999	2521	0.4522784355938284
RBM20_110782085	39.105370886075946	321.801	0.5841772151898734	0.5841772151898734	266732.8169999999	811	0.5132911392405063
SORCS1_106627833	-3.4554733951253085	321.801	0.4995994965098981	0.4995994965098981	1372692.611	4363	0.4992562078040966
SORCS1_106677830	69.2342317948718	321.801	0.5641025641025641	0.5641025641025641	251218.951	744	0.3815384615384615
SORCS3_105261834	37.94407720254315	321.801	0.5834695731153496	0.5834695731153496	927243.487	2809	0.5102633969118983
ZDHHC6_112443868	-20.019359205776176	321.801	0.4681107099879663	0.4681107099879663	242727.491	768	0.4620938628158845
ZRANB1_124970776	27.0246260886028	321.801	0.5475198788337751	0.5475198788337751	910677.1109999998	2892	0.5475198788337751
ABCC8_17400096	43.09206276053729	321.801	0.5734136174154701	0.5734136174154701	767138.6029999999	2381	0.5514126910606763
ABCC8_17403180	58.83831459459459	321.801	0.6032432432432432	0.6032432432432432	337251.851	1039	0.5616216216216217
COPB1_14461681	-8.774853452963567	321.625	0.477705274605764	0.477705274605764	205247.899	98	0.0266449157150625
COPB1_14475230	45.84809148264984	321.801	0.5772870662460567	0.5772870662460567	230046.687	726	0.5725552050473186
CTR9_10763343	47.22632203389831	321.801	0.6596610169491526	0.6596610169491526	119410.705	161	0.1091525423728813
DENND5A_9150276	4.62252899824253	321.616	0.1089630931458699	0.1089630931458699	19506.631	62	0.1089630931458699
E2F8_19237150	70.41908156329652	321.801	0.6176720475785896	0.6176720475785896	445334.015	1396	0.5930331350892099
HPS5_18289143	139.5208789339382	321.801	0.7261128437765807	0.7261128437765807	802120.655	2561	0.7261128437765807
HPS5_18306381	51.59362291434928	321.801	0.589173155357805	0.589173155357805	488839.1119999999	1554	0.5761957730812013
INSC_15238884	69.08374320692744	321.801	0.6300388175574798	0.6300388175574798	615648.1100000001	1864	0.5565840549417737
IPO7_9419133	48.58300178518298	321.625	0.7581077060398691	0.7581077060398691	294741.073	130	0.0386789645938708
IPO7_9423314	69.59702448979591	321.801	0.6585034013605442	0.6585034013605442	94713.375	222	0.3020408163265306
NAV2_20051939	71.5001065026362	321.801	0.6144112478031635	0.6144112478031635	490421.529	1415	0.4973637961335677
NAV2_20057115	16.573354682361085	321.801	0.5056257573134845	0.5056257573134845	770021.853	2386	0.413017136922278
NUP98_3708374	-43.48512377796189	321.801	0.5179784589892295	0.5179784589892295	509570.114	874	0.1448218724109362
OSBPL5_3091483	161.01688767720833	321.801	0.7557251908396947	0.7557251908396947	437021.773	1377	0.7508178844056707
PARVA_12474224	44.32098586572437	321.801	0.5731953558808682	0.5731953558808682	700937.328	2214	0.5588086824835942
PNPLA2_820135	19.84836243822075	321.801	0.5464030752333883	0.5464030752333883	300035.31700000004	930	0.5107084019769358
PPFIBP2_7634854	0.1126165755919854	4.44	0.0828779599271402	0.0400728597449908	476.747	0	0.0
PRMT3_20394777	18.73652205375603	321.801	0.4713990351481736	0.4713990351481736	232723.61700000003	414	0.1426602343211578
PTDSS2_454361	-16.56856322553898	321.801	0.4779228855721393	0.4779228855721393	1459277.768	4604	0.4771973466003317
RNF141_10519793	0.3333045037863641	321.801	0.3848146671980869	0.3848146671980869	520967.905	1470	0.2929453965723396
RRAS2_14279880	62.14774780316343	321.801	0.6054481546572935	0.6054481546572935	373740.234	1012	0.4446397188049209
RRM1_4126181	16.613560918187147	321.801	0.5326662742789876	0.5326662742789876	567032.8659999999	1808	0.5320776927604474
